198,           5.,           0.,          35.
199,           5.,           5.,          35.
200,          10.,          10.,          35.
201,           5.,          15.,          35.
202,           5.,          20.,          35.
203,          10.,          20.,          35.
204,          15.,          20.,          35.
205,          20.,          20.,          35.
206,          20.,          15.,          35.
207,          15.,          10.,          35.
208,          20.,           5.,          35.
209,          25.,           0.,          40.
210,           0.,           0.,          40.
211,           0.,           5.,          40.
212,          10.,           5.,          40.
213,          10.,          15.,          40.
214,           0.,          15.,          40.
215,           0.,          20.,          40.
216,          25.,          20.,          40.
217,          25.,          15.,          40.
218,          15.,          15.,          40.
219,          15.,           5.,          40.
220,          25.,           5.,          40.
221,          20.,           0.,          40.
222,          15.,           0.,          40.
223,          10.,           0.,          40.
224,           5.,           0.,          40.
225,           5.,           5.,          40.
226,          10.,          10.,          40.
227,           5.,          15.,          40.
228,           5.,          20.,          40.
229,          10.,          20.,          40.
230,          15.,          20.,          40.
231,          20.,          20.,          40.
232,          20.,          15.,          40.
233,          15.,          10.,          40.
234,          20.,           5.,          40.
235,          25.,           0.,          45.
236,           0.,           0.,          45.
237,           0.,           5.,          45.
238,          10.,           5.,          45.
239,          10.,          15.,          45.
240,           0.,          15.,          45.
241,           0.,          20.,          45.
242,          25.,          20.,          45.
243,          25.,          15.,          45.
244,          15.,          15.,          45.
245,          15.,           5.,          45.
246,          25.,           5.,          45.
247,          20.,           0.,          45.
248,          15.,           0.,          45.
249,          10.,           0.,          45.
250,           5.,           0.,          45.
251,           5.,           5.,          45.
252,          10.,          10.,          45.
253,           5.,          15.,          45.
254,           5.,          20.,          45.
255,          10.,          20.,          45.
256,          15.,          20.,          45.
257,          20.,          20.,          45.
258,          20.,          15.,          45.
259,          15.,          10.,          45.
260,          20.,           5.,          45.
261,          25.,           0.,          50.
262,           0.,           0.,          50.
263,           0.,           5.,          50.
264,          10.,           5.,          50.
265,          10.,          15.,          50.
266,           0.,          15.,          50.
267,           0.,          20.,          50.
268,          25.,          20.,          50.
269,          25.,          15.,          50.
270,          15.,          15.,          50.
271,          15.,           5.,          50.
272,          25.,           5.,          50.
273,          20.,           0.,          50.
274,          15.,           0.,          50.
275,          10.,           0.,          50.
276,           5.,           0.,          50.
277,           5.,           5.,          50.
278,          10.,          10.,          50.
279,           5.,          15.,          50.
280,           5.,          20.,          50.
281,          10.,          20.,          50.
282,          15.,          20.,          50.
283,          20.,          20.,          50.
284,          20.,          15.,          50.
285,          15.,          10.,          50.
286,          20.,           5.,          50.
287,          25.,           0.,          55.
288,           0.,           0.,          55.
289,           0.,           5.,          55.
290,          10.,           5.,          55.
291,          10.,          15.,          55.
292,           0.,          15.,          55.
293,           0.,          20.,          55.
294,          25.,          20.,          55.
295,          25.,          15.,          55.
296,          15.,          15.,          55.
297,          15.,           5.,          55.
298,          25.,           5.,          55.
299,          20.,           0.,          55.
300,          15.,           0.,          55.
301,          10.,           0.,          55.
302,           5.,           0.,          55.
303,           5.,           5.,          55.
304,          10.,          10.,          55.
305,           5.,          15.,          55.
306,           5.,          20.,          55.
307,          10.,          20.,          55.
308,          15.,          20.,          55.
309,          20.,          20.,          55.
310,          20.,          15.,          55.
311,          15.,          10.,          55.
312,          20.,           5.,          55.
313,          25.,           0.,          60.
314,           0.,           0.,          60.
315,           0.,           5.,          60.
316,          10.,           5.,          60.
317,          10.,          15.,          60.
318,           0.,          15.,          60.
319,           0.,          20.,          60.
320,          25.,          20.,          60.
321,          25.,          15.,          60.
322,          15.,          15.,          60.
323,          15.,           5.,          60.
324,          25.,           5.,          60.
325,          20.,           0.,          60.
326,          15.,           0.,          60.
327,          10.,           0.,          60.
328,           5.,           0.,          60.
329,           5.,           5.,          60.
330,          10.,          10.,          60.
331,           5.,          15.,          60.
332,           5.,          20.,          60.
333,          10.,          20.,          60.
334,          15.,          20.,          60.
335,          20.,          20.,          60.
336,          20.,          15.,          60.
337,          15.,          10.,          60.
338,          20.,           5.,          60.
