1,          25.,           0.,           0.
2,           0.,           0.,           0.
3,           0.,           5.,           0.
4,          10.,           5.,           0.
5,          10.,          15.,           0.
6,           0.,          15.,           0.
7,           0.,          20.,           0.
8,          25.,          20.,           0.
9,          25.,          15.,           0.
10,          15.,          15.,           0.
11,          15.,           5.,           0.
12,          25.,           5.,           0.
13,          20.,           0.,           0.
14,          15.,           0.,           0.
15,          10.,           0.,           0.
16,           5.,           0.,           0.
17,           5.,           5.,           0.
18,          10.,          10.,           0.
19,           5.,          15.,           0.
20,           5.,          20.,           0.
21,          10.,          20.,           0.
22,          15.,          20.,           0.
23,          20.,          20.,           0.
24,          20.,          15.,           0.
25,          15.,          10.,           0.
26,          20.,           5.,           0.
27,          25.,           0.,           5.
28,           0.,           0.,           5.
29,           0.,           5.,           5.
30,          10.,           5.,           5.
31,          10.,          15.,           5.
32,           0.,          15.,           5.
33,           0.,          20.,           5.
34,          25.,          20.,           5.
35,          25.,          15.,           5.
36,          15.,          15.,           5.
37,          15.,           5.,           5.
38,          25.,           5.,           5.
39,          20.,           0.,           5.
40,          15.,           0.,           5.
41,          10.,           0.,           5.
42,           5.,           0.,           5.
43,           5.,           5.,           5.
44,          10.,          10.,           5.
45,           5.,          15.,           5.
46,           5.,          20.,           5.
47,          10.,          20.,           5.
48,          15.,          20.,           5.
49,          20.,          20.,           5.
50,          20.,          15.,           5.
51,          15.,          10.,           5.
52,          20.,           5.,           5.
53,          25.,           0.,          10.
54,           0.,           0.,          10.
55,           0.,           5.,          10.
56,          10.,           5.,          10.
57,          10.,          15.,          10.
58,           0.,          15.,          10.
59,           0.,          20.,          10.
60,          25.,          20.,          10.
61,          25.,          15.,          10.
62,          15.,          15.,          10.
63,          15.,           5.,          10.
64,          25.,           5.,          10.
65,          20.,           0.,          10.
66,          15.,           0.,          10.
67,          10.,           0.,          10.
68,           5.,           0.,          10.
69,           5.,           5.,          10.
70,          10.,          10.,          10.
71,           5.,          15.,          10.
72,           5.,          20.,          10.
73,          10.,          20.,          10.
74,          15.,          20.,          10.
75,          20.,          20.,          10.
76,          20.,          15.,          10.
77,          15.,          10.,          10.
78,          20.,           5.,          10.
79,          25.,           0.,          15.
80,           0.,           0.,          15.
81,           0.,           5.,          15.
82,          10.,           5.,          15.
83,          10.,          15.,          15.
84,           0.,          15.,          15.
85,           0.,          20.,          15.
86,          25.,          20.,          15.
87,          25.,          15.,          15.
88,          15.,          15.,          15.
89,          15.,           5.,          15.
90,          25.,           5.,          15.
91,          20.,           0.,          15.
92,          15.,           0.,          15.
93,          10.,           0.,          15.
94,           5.,           0.,          15.
95,           5.,           5.,          15.
96,          10.,          10.,          15.
97,           5.,          15.,          15.
98,           5.,          20.,          15.
99,          10.,          20.,          15.
100,          15.,          20.,          15.
101,          20.,          20.,          15.
102,          20.,          15.,          15.
103,          15.,          10.,          15.
104,          20.,           5.,          15.
105,          25.,           0.,          20.
106,           0.,           0.,          20.
107,           0.,           5.,          20.
108,          10.,           5.,          20.
109,          10.,          15.,          20.
110,           0.,          15.,          20.
111,           0.,          20.,          20.
112,          25.,          20.,          20.
113,          25.,          15.,          20.
114,          15.,          15.,          20.
115,          15.,           5.,          20.
116,          25.,           5.,          20.
117,          20.,           0.,          20.
118,          15.,           0.,          20.
119,          10.,           0.,          20.
120,           5.,           0.,          20.
121,           5.,           5.,          20.
122,          10.,          10.,          20.
123,           5.,          15.,          20.
124,           5.,          20.,          20.
125,          10.,          20.,          20.
126,          15.,          20.,          20.
127,          20.,          20.,          20.
128,          20.,          15.,          20.
129,          15.,          10.,          20.
130,          20.,           5.,          20.
131,          25.,           0.,          25.
132,           0.,           0.,          25.
133,           0.,           5.,          25.
134,          10.,           5.,          25.
135,          10.,          15.,          25.
136,           0.,          15.,          25.
137,           0.,          20.,          25.
138,          25.,          20.,          25.
139,          25.,          15.,          25.
140,          15.,          15.,          25.
141,          15.,           5.,          25.
142,          25.,           5.,          25.
143,          20.,           0.,          25.
144,          15.,           0.,          25.
145,          10.,           0.,          25.
146,           5.,           0.,          25.
147,           5.,           5.,          25.
148,          10.,          10.,          25.
149,           5.,          15.,          25.
150,           5.,          20.,          25.
151,          10.,          20.,          25.
152,          15.,          20.,          25.
153,          20.,          20.,          25.
154,          20.,          15.,          25.
155,          15.,          10.,          25.
156,          20.,           5.,          25.
157,          25.,           0.,          30.
158,           0.,           0.,          30.
159,           0.,           5.,          30.
160,          10.,           5.,          30.
161,          10.,          15.,          30.
162,           0.,          15.,          30.
163,           0.,          20.,          30.
164,          25.,          20.,          30.
165,          25.,          15.,          30.
166,          15.,          15.,          30.
167,          15.,           5.,          30.
168,          25.,           5.,          30.
169,          20.,           0.,          30.
170,          15.,           0.,          30.
171,          10.,           0.,          30.
172,           5.,           0.,          30.
173,           5.,           5.,          30.
174,          10.,          10.,          30.
175,           5.,          15.,          30.
176,           5.,          20.,          30.
177,          10.,          20.,          30.
178,          15.,          20.,          30.
179,          20.,          20.,          30.
180,          20.,          15.,          30.
181,          15.,          10.,          30.
182,          20.,           5.,          30.
183,          25.,           0.,          35.
184,           0.,           0.,          35.
185,           0.,           5.,          35.
186,          10.,           5.,          35.
187,          10.,          15.,          35.
188,           0.,          15.,          35.
189,           0.,          20.,          35.
190,          25.,          20.,          35.
191,          25.,          15.,          35.
192,          15.,          15.,          35.
193,          15.,           5.,          35.
194,          25.,           5.,          35.
195,          20.,           0.,          35.
196,          15.,           0.,          35.
197,          10.,           0.,          35.
